id,eng_lemma,swe_lemma,status,pos,src
ICT25,abstract,abstrakt,silver,N?,ICT
ICT38,accompanied,åtföljd,silver,N?,ICT
ICT39,according,enligt,silver,N?,ICT
ICT42,accumulated,ackumulerade,silver,N?,ICT
ICT75,advantages,fördelar,silver,N?,ICT
ICT81,affordable,prisvärd,silver,N?,ICT
ICT82,again,igen,silver,N?,ICT
ICT91,agile,vig,silver,N?,ICT
ICT93,aiming,siktar,silver,N?,ICT
ICT117,always,alltid,silver,N?,ICT
ICT147,anticipated,förväntad,silver,N?,ICT
ICT165,appointed,utsedd,silver,N?,ICT
ICT167,appropriate,lämpligt,silver,N?,ICT
ICT170,arbitrarily,godtyckligt,silver,N?,ICT
ICT182,artificially,artificiellt,silver,N?,ICT
ICT206,attracted,lockade,silver,N?,ICT
ICT210,audio,ljud,silver,N?,ICT
ICT213,augmented,förstärkt,silver,N?,ICT
ICT246,backwards,bakåt,silver,N?,ICT
ICT250,balanced,balanserat,silver,N?,ICT
ICT254,bandwidth,bandbredd,silver,N?,ICT
ICT266,battle,slaget,silver,N?,ICT
ICT281,benefits,fördelar,silver,N?,ICT
ICT286,better,bättre,silver,N?,ICT
ICT311,bootstrap,programladda,silver,N?,ICT
ICT317,bought,köpt,silver,N?,ICT
ICT321,branding,varumärkesbyggande,silver,N?,ICT
ICT327,brief,kort,silver,N?,ICT
ICT330,broad,bred,silver,N?,ICT
ICT331,broadband,bredband,silver,N?,ICT
ICT345,bugs,buggar,silver,N?,ICT
ICT347,built,byggd,silver,N?,ICT
ACM264,buses,bussar,silver,N?,ACM
ICT385,callable,anropbar,silver,N?,ICT
ICT421,centric,centrerad,silver,N?,ICT
ICT423,certain,viss,silver,N?,ICT
ICT426,chain,kedja,silver,N?,ICT
ICT454,circular,cirkulär,silver,N?,ICT
ICT491,coffee,kaffe,silver,N?,ICT
ICT526,compact,kompakt,silver,N?,ICT
ICT542,compliant,tillmötesgående,silver,N?,ICT
ICT548,comprehensive,omfattande,silver,N?,ICT
ICT560,conceived,uttänkt,silver,N?,ICT
ACM423,concurrent,jämlöpande,silver,N?,ACM
ICT571,confidence,förtroende,silver,N?,ICT
ICT588,consensus,konsensus,silver,N?,ICT
ICT595,constant,konstant,silver,N?,ICT
ICT653,cooperative,kooperativ,silver,N?,ICT
ICT665,cordless,sladdlös,silver,N?,ICT
ICT694,creation,skapande,silver,N?,ICT
ICT698,criticized,kritiserats,silver,N?,ICT
ICT736,danger,fara,silver,N?,ICT
ICT737,dashed,streckad,silver,N?,ICT
ACM471,deadlocks,dödlägen,silver,N?,ACM
ICT767,decayed,skämda,silver,N?,ICT
ICT769,decimal,decimal,silver,N?,ICT
ICT772,decision,beslutet,silver,N?,ICT
ICT778,dedicated,dedicerad,silver,N?,ICT
ICT779,deeper,djupare,silver,N?,ICT
ICT782,deferred,uppskjuten,silver,N?,ICT
ICT803,dense,tät,silver,N?,ICT
ICT811,depleted,utarmat,silver,N?,ICT
ICT812,deployed,utplacerade,silver,N?,ICT
ICT827,desperate,desperat,silver,N?,ICT
ICT852,differently,annorlunda,silver,N?,ICT
ICT890,dispersed,dispergerad,silver,N?,ICT
ICT891,displaced,förskjutna,silver,N?,ICT
ACM1254,distributed,distribuerad,silver,N?,ACM
ICT926,doubled,fördubblats,silver,N?,ICT
ICT950,earlier,tidigare,silver,N?,ICT
ICT996,elsewhere,annorstädes,silver,N?,ICT
ICT999,embedded,inbäddade,silver,N?,ICT
ICT1008,emitting,emitterande,silver,N?,ICT
ICT1011,emphasis,tonvikt,silver,N?,ICT
ICT1012,employed,anställd,silver,N?,ICT
ICT1052,enjoy,njuta,silver,N?,ICT
ICT1055,enough,tillräckligt,silver,N?,ICT
ICT1057,enriched,berikad,silver,N?,ICT
ICT1068,entire,hela,silver,N?,ICT
ICT1078,envisioned,föreställde,silver,N?,ICT
ICT1085,equivalent,ekvivalent,silver,N?,ICT
ICT1100,european,europeiska,silver,N?,ICT
ICT1108,everywhere,överallt,silver,N?,ICT
ICT1110,exact,exakt,silver,N?,ICT
ICT1114,excellent,utmärkt,silver,N?,ICT
ICT1115,except,utom,silver,N?,ICT
ICT1119,excluded,uteslutna,silver,N?,ICT
ICT1120,exclusive,exklusivt,silver,N?,ICT
ICT1151,external,extern,silver,N?,ICT
ICT1155,extremely,extremt,silver,N?,ICT
ICT1169,fairly,ganska,silver,N?,ICT
ICT1172,farther,längre,silver,N?,ICT
ICT1173,fashion,mode,silver,N?,ICT
ICT1174,faster,snabbare,silver,N?,ICT
ICT1183,feasible,genomförbart,silver,N?,ICT
ICT1195,fewer,färre,silver,N?,ICT
ICT1203,fighting,stridande,silver,N?,ICT
ICT1220,finely,fint,silver,N?,ICT
ICT1221,fingerprint,fingeravtryck,silver,N?,ICT
ICT1232,fleet,flotta,silver,N?,ICT
ICT1243,footfall,stegljud,silver,N?,ICT
ICT1245,footprint,fotavtryck,silver,N?,ICT
ICT1253,formally,formellt,silver,N?,ICT
ICT1256,forthcoming,kommande,silver,N?,ICT
ACM445,frameworks,ramar,silver,N?,ACM
ICT1286,frozen,fryst,silver,N?,ICT
ICT1291,fundamental,grundläggande,silver,N?,ICT
ICT1293,furnished,möblerad,silver,N?,ICT
ICT1294,fused,kondenserad,silver,N?,ICT
ICT1297,future,framtida,silver,N?,ICT
ACM10,general,allmänt,silver,N?,ACM
ACM1086,general,allmänt,silver,N?,ACM
ACM1146,general,allmänt,silver,N?,ACM
ACM115,general,allmänt,silver,N?,ACM
ACM12,general,allmänt,silver,N?,ACM
ACM1211,general,allmänt,silver,N?,ACM
ACM1236,general,allmänt,silver,N?,ACM
ACM1261,general,allmänt,silver,N?,ACM
ACM1288,general,allmänt,silver,N?,ACM
ACM1338,general,allmänt,silver,N?,ACM
ACM1351,general,allmänt,silver,N?,ACM
ACM136,general,allmänt,silver,N?,ACM
ACM1368,general,allmänt,silver,N?,ACM
ACM1398,general,allmänt,silver,N?,ACM
ACM1413,general,allmänt,silver,N?,ACM
ACM1448,general,allmänt,silver,N?,ACM
ACM1461,general,allmänt,silver,N?,ACM
ACM160,general,allmänt,silver,N?,ACM
ACM184,general,allmänt,silver,N?,ACM
ACM191,general,allmänt,silver,N?,ACM
ACM198,general,allmänt,silver,N?,ACM
ACM2,general,allmänt,silver,N?,ACM
ACM232,general,allmänt,silver,N?,ACM
ACM287,general,allmänt,silver,N?,ACM
ACM301,general,allmänt,silver,N?,ACM
ACM303,general,allmänt,silver,N?,ACM
ACM40,general,allmänt,silver,N?,ACM
ACM416,general,allmänt,silver,N?,ACM
ACM468,general,allmänt,silver,N?,ACM
ACM535,general,allmänt,silver,N?,ACM
ACM568,general,allmänt,silver,N?,ACM
ACM570,general,allmänt,silver,N?,ACM
ACM59,general,allmänt,silver,N?,ACM
ACM594,general,allmänt,silver,N?,ACM
ACM612,general,allmänt,silver,N?,ACM
ACM635,general,allmänt,silver,N?,ACM
ACM663,general,allmänt,silver,N?,ACM
ACM665,general,allmänt,silver,N?,ACM
ACM764,general,allmänt,silver,N?,ACM
ACM812,general,allmänt,silver,N?,ACM
ACM814,general,allmänt,silver,N?,ACM
ACM825,general,allmänt,silver,N?,ACM
ACM84,general,allmänt,silver,N?,ACM
ACM869,general,allmänt,silver,N?,ACM
ACM908,general,allmänt,silver,N?,ACM
ACM928,general,allmänt,silver,N?,ACM
ACM978,general,allmänt,silver,N?,ACM
ACM980,general,allmänt,silver,N?,ACM
ACM997,general,allmänt,silver,N?,ACM
ICT1337,getting,få,silver,N?,ICT
ICT1350,good,bra,silver,N?,ICT
ICT1384,hacking,hacka,silver,N?,ICT
ICT1389,handheld,handhållen,silver,N?,ICT
ICT1404,harder,hårdare,silver,N?,ICT
ICT1405,hardware,hårdvara,silver,N?,ICT
ACM1345,hardware,maskinvara,silver,N?,ACM
ACM1470,hardware,maskinvara,silver,N?,ACM
ACM9,hardware,maskinvara,silver,N?,ACM
ICT1421,height,höjd,silver,N?,ICT
ICT1449,hogging,svampsugna,silver,N?,ICT
ICT1450,hold,hålla,silver,N?,ICT
ICT1462,hopefully,förhoppningsvis,silver,N?,ICT
ICT1463,hopping,hoppande,silver,N?,ICT
ICT1475,however,emellertid,silver,N?,ICT
ICT1488,hundreds,hundratals,silver,N?,ICT
ICT1505,igniting,tända,silver,N?,ICT
ICT1520,impractical,opraktiskt,silver,N?,ICT
ICT1528,inbound,ingående,silver,N?,ICT
ICT1532,incoming,inkommande,silver,N?,ICT
ICT1535,incorrectly,felaktigt,silver,N?,ICT
ICT1538,independent,oberoende,silver,N?,ICT
ICT1570,inherited,ärvt,silver,N?,ICT
ICT1574,inner,inre,silver,N?,ICT
ICT1583,inside,inuti,silver,N?,ICT
ICT1587,inspired,inspirerad,silver,N?,ICT
ICT1591,instead,istället,silver,N?,ICT
ICT1610,inter,bland,silver,N?,ICT
ICT1613,interactive,interaktiva,silver,N?,ICT
ICT1646,intervention,ingripande,silver,N?,ICT
ICT1661,involved,involverade,silver,N?,ICT
ICT1723,languished,försmäktade,silver,N?,ICT
ICT1735,later,senare,silver,N?,ICT
ACM1294,law,rättsväsen,silver,N?,ACM
ICT1749,learning,lärande,silver,N?,ICT
ICT1750,leased,leasade,silver,N?,ICT
ICT1757,lesser,mindre,silver,N?,ICT
ICT1759,letting,låta,silver,N?,ICT
ICT1770,lifespan,livslängd,silver,N?,ICT
ICT1772,light,lätt,silver,N?,ICT
ICT1774,lightweight,lättvikt,silver,N?,ICT
ICT1777,likely,sannolikt,silver,N?,ICT
ICT1793,little,liten,silver,N?,ICT
ICT1796,live,direkt,silver,N?,ICT
ICT1829,lost,förlorat,silver,N?,ICT
ICT1854,mailbox,brevlåda,silver,N?,ICT
ICT1855,mainly,huvudsakligen,silver,N?,ICT
ICT1858,major,större,silver,N?,ICT
ICT1867,mandatory,obligatoriskt,silver,N?,ICT
ICT1869,manner,sätt,silver,N?,ICT
ICT1885,massive,massiv,silver,N?,ICT
ICT1921,memory,minne,silver,N?,ICT
ICT1922,merged,sammanslagna,silver,N?,ICT
ICT1925,message,meddelande,silver,N?,ICT
ICT1964,miscellaneous,allehanda,silver,N?,ICT
ACM1084,miscellaneous,blandat,silver,N?,ACM
ACM113,miscellaneous,blandat,silver,N?,ACM
ACM1144,miscellaneous,blandat,silver,N?,ACM
ACM1209,miscellaneous,blandat,silver,N?,ACM
ACM1234,miscellaneous,blandat,silver,N?,ACM
ACM1259,miscellaneous,blandat,silver,N?,ACM
ACM1285,miscellaneous,blandat,silver,N?,ACM
ACM1286,miscellaneous,blandat,silver,N?,ACM
ACM1336,miscellaneous,blandat,silver,N?,ACM
ACM134,miscellaneous,blandat,silver,N?,ACM
ACM1364,miscellaneous,blandat,silver,N?,ACM
ACM1396,miscellaneous,blandat,silver,N?,ACM
ACM1409,miscellaneous,blandat,silver,N?,ACM
ACM1444,miscellaneous,blandat,silver,N?,ACM
ACM1456,miscellaneous,blandat,silver,N?,ACM
ACM1472,miscellaneous,blandat,silver,N?,ACM
ACM1473,miscellaneous,blandat,silver,N?,ACM
ACM158,miscellaneous,blandat,silver,N?,ACM
ACM182,miscellaneous,blandat,silver,N?,ACM
ACM187,miscellaneous,blandat,silver,N?,ACM
ACM188,miscellaneous,blandat,silver,N?,ACM
ACM228,miscellaneous,blandat,silver,N?,ACM
ACM272,miscellaneous,blandat,silver,N?,ACM
ACM298,miscellaneous,blandat,silver,N?,ACM
ACM299,miscellaneous,blandat,silver,N?,ACM
ACM313,miscellaneous,blandat,silver,N?,ACM
ACM38,miscellaneous,blandat,silver,N?,ACM
ACM412,miscellaneous,blandat,silver,N?,ACM
ACM466,miscellaneous,blandat,silver,N?,ACM
ACM531,miscellaneous,blandat,silver,N?,ACM
